v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,22.0,9659,4735,4924,0.0,0.0,0,906.733098550513,22.0,10,20,False,{},{},{},{},0.0,0.0,196.0,98.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,51.0,9659,4735,4924,0.0,0.0,1,382.57393229659357,51.0,5,5,False,{},{},{},{},0.0,0.0,78.0,39.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,73.0,9659,4735,4924,0.0,0.0,2,745.7559213725051,73.0,10,20,False,{},{},{},{},0.0,0.0,238.0,119.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,101.0,9659,4735,4924,0.0,0.0,3,131.2257067570419,101.0,10,27,False,{},{},{},{},0.0,0.0,128.0,64.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
5,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,4,1,134.0,9609,4709,4900,0.005491024287222812,0.004874086108854536,4,1680.4119998083818,134.0,2,1,True,"{np.int64(0): np.int64(14), np.int64(1): np.int64(6)}","{(0, 1): [(np.int64(14), 6)]}","{(np.int64(0), np.int64(14)): {'cpu': 6}, (np.int64(1), np.int64(6)): {'cpu': 20}}","{((0, 1), (np.int64(14), 6)): {'bw': 24}}",50.0,50.0,182.0,26.0,24.0,26.0,24.0,26.0,24.0,0.0,1.0,84020.59999041908,84020.59999041908,1680.4119998083818,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -64}, np.int64(1): {'cpu': -49}}, 'link_level': {(0, 1): {'bw': -59}}, 'path_level': {(0, 1): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,2.0,1.0
6,1,1,50.0,50.0,84020.59999041908,84020.59999041908,1.0,1.0,2,5,1,159.0,9609,4709,4900,0.005491024287222812,0.004874086108854536,5,695.2060282383483,159.0,7,12,False,{},{},{},{},0.0,0.0,114.0,57.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
7,2,2,225.0,361.0,120789.33714247667,149363.8985863614,0.6232686980609419,0.8086916469486561,6,6,1,182.0,9298,4651,4647,0.01774023231256605,0.05625507717303002,6,210.10706944032904,182.0,5,5,True,"{np.int64(0): np.int64(0), np.int64(1): np.int64(8), np.int64(2): np.int64(1), np.int64(3): np.int64(6), np.int64(4): np.int64(15)}","{(0, 1): [(np.int64(0), 1), (1, 3), (3, np.int64(8))], (0, 2): [(np.int64(0), 1)], (0, 3): [(np.int64(0), 2), (2, np.int64(6))], (1, 2): [(np.int64(8), 3), (3, np.int64(1))], (1, 4): [(np.int64(8), 3), (3, 7), (7, np.int64(15))]}","{(np.int64(0), np.int64(0)): {'cpu': 14}, (np.int64(1), np.int64(8)): {'cpu': 18}, (np.int64(2), np.int64(1)): {'cpu': 2}, (np.int64(3), np.int64(6)): {'cpu': 9}, (np.int64(4), np.int64(15)): {'cpu': 15}}","{((0, 1), (np.int64(0), 1)): {'bw': 33}, ((0, 1), (1, 3)): {'bw': 33}, ((0, 1), (3, np.int64(8))): {'bw': 33}, ((0, 2), (np.int64(0), 1)): {'bw': 24}, ((0, 3), (np.int64(0), 2)): {'bw': 33}, ((0, 3), (2, np.int64(6))): {'bw': 33}, ((1, 2), (np.int64(8), 3)): {'bw': 17}, ((1, 2), (3, np.int64(1))): {'bw': 17}, ((1, 4), (np.int64(8), 3)): {'bw': 10}, ((1, 4), (3, 7)): {'bw': 10}, ((1, 4), (7, np.int64(15))): {'bw': 10}}",311.0,175.0,1160.0,58.0,117.0,58.0,117.0,58.0,253.0,136.0,0.5627009646302251,65343.29859594233,36768.73715205758,118.22745064970285,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {np.int64(0): {'cpu': -78}, np.int64(1): {'cpu': -75}, np.int64(2): {'cpu': -72}, np.int64(3): {'cpu': -40}, np.int64(4): {'cpu': -79}}, 'link_level': {(0, 1): {'bw': -33}, (0, 2): {'bw': -9}, (0, 3): {'bw': -33}, (1, 2): {'bw': -32}, (1, 4): {'bw': -22}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 4): {}}}","{'node_level': {np.int64(0): {'cpu': 0}, np.int64(1): {'cpu': 0}, np.int64(2): {'cpu': 0}, np.int64(3): {'cpu': 0}, np.int64(4): {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 4): {}}}",[],-inf,-inf,True,True,False,0,[],0,0.0,5.0,5.0
8,2,2,225.0,361.0,120789.33714247667,149363.8985863614,0.6232686980609419,0.8086916469486561,6,7,1,204.0,9298,4651,4647,0.01774023231256605,0.05625507717303002,7,1483.3552248166907,204.0,7,9,False,{},{},{},{},0.0,0.0,170.0,85.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
9,2,2,225.0,361.0,120789.33714247667,149363.8985863614,0.6232686980609419,0.8086916469486561,6,8,1,224.0,9298,4651,4647,0.01774023231256605,0.05625507717303002,8,602.8400954844434,224.0,9,21,False,{},{},{},{},0.0,0.0,168.0,84.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Reason,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,0.0,0.0
9,2,2,225.0,361.0,120789.33714247667,149363.8985863614,0.6232686980609419,0.8086916469486561,6,9,0,232.2257067570419,9298,4651,4647,0.01774023231256605,0.05625507717303002,3,131.2257067570419,101.0,10,27,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],0,0.0,,
